County,State,Pov_Num_All,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Murder,Rape,Robbery,Aggravated_Assault,Burglary,Larceny,Vehicle_Theft,Arson,Population,Mean_Rent,Median_Rent
Hickman County,TN,4635.0,20.4,39682.0,63.22444679,0.0,0.0,0.0,2.0,11.0,17.0,4.0,0.0,4745.0,598.0,633.0
Houston County,TN,1557.0,19.5,39999.0,85.11091015,0.0,0.0,0.0,16.0,35.0,92.0,9.0,0.0,18799.0,668.0,588.0
Humphreys County,TN,2847.0,15.9,43657.0,33.62474781,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,8922.0,375.0,338.0
Jackson County,TN,2668.0,23.6,34651.0,22.34304014,0.0,1.0,0.0,1.0,29.0,28.0,7.0,0.0,13427.0,574.0,573.0
Jefferson County,TN,8627.0,16.8,42669.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,2.0,0.0,7560.0,1346.0,1359.0
Johnson County,TN,4344.0,27.2,33402.0,58.32037325,0.0,0.0,0.0,3.0,1.0,20.0,2.0,0.0,5144.0,1216.0,1338.0
Knox County,TN,68679.0,15.6,52136.0,11.67542323,0.0,0.0,0.0,1.0,6.0,24.0,1.0,0.0,8565.0,554.0,536.0
Lake County,TN,2170.0,43.1,29908.0,41.47656574,1.0,2.0,0.0,2.0,15.0,72.0,5.0,0.0,12055.0,937.0,453.0
Lauderdale County,TN,6381.0,26.2,34715.0,262.9395347,3.0,28.0,55.0,157.0,612.0,1600.0,100.0,6.0,92797.0,635.0,623.0
Lawrence County,TN,7931.0,18.9,40076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12514.0,609.0,549.0
Lewis County,TN,2079.0,17.9,38198.0,43.45936549,0.0,2.0,0.0,3.0,43.0,36.0,3.0,1.0,13806.0,576.0,552.0
Lincoln County,TN,5337.0,16.0,43694.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,3.0,0.0,3147.0,0.0,0.0
Loudon County,TN,6804.0,13.5,52787.0,231.9219791,0.0,7.0,16.0,94.0,290.0,783.0,59.0,2.0,50448.0,867.0,1220.0
McMinn County,TN,11864.0,23.0,39207.0,517.7585449,0.0,18.0,37.0,216.0,483.0,1426.0,136.0,13.0,52341.0,546.0,490.0
McNairy County,TN,4855.0,18.9,37337.0,501.1476664,0.0,4.0,5.0,122.0,153.0,378.0,42.0,2.0,26140.0,658.0,556.0
Macon County,TN,4214.0,18.5,37865.0,112.2367605,1.0,3.0,6.0,28.0,215.0,495.0,28.0,1.0,33857.0,471.0,476.0
Madison County,TN,16874.0,18.1,46694.0,38.83997929,0.0,1.0,0.0,5.0,45.0,85.0,5.0,0.0,15448.0,763.0,777.0
Marion County,TN,5367.0,19.0,41090.0,40.91987888,0.0,0.0,0.0,5.0,35.0,56.0,8.0,0.0,12219.0,620.0,568.0
Marshall County,TN,4287.0,13.8,46788.0,31.83023873,0.0,2.0,0.0,1.0,3.0,7.0,1.0,0.0,9425.0,778.0,832.0
Maury County,TN,11432.0,13.2,50868.0,552.7632192,5.0,28.0,45.0,385.0,518.0,1640.0,80.0,11.0,83761.0,552.0,628.0
Monroe County,TN,8373.0,18.6,37867.0,27.42543709,0.0,2.0,0.0,2.0,42.0,57.0,0.0,1.0,14585.0,563.0,615.0
Montgomery County,TN,25378.0,13.4,49603.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,9226.0,902.0,923.0
Moore County,TN,734.0,11.8,52911.0,63.48198699,0.0,0.0,0.0,4.0,20.0,65.0,4.0,0.0,6301.0,0.0,0.0
Morgan County,TN,4079.0,21.2,46067.0,19.65988401,0.0,1.0,0.0,1.0,7.0,36.0,2.0,1.0,10173.0,449.0,460.0
Obion County,TN,5884.0,19.5,39946.0,353.3455398,0.0,11.0,12.0,87.0,220.0,828.0,35.0,9.0,31131.0,797.0,636.0
Overton County,TN,3809.0,17.5,36316.0,294.4507361,1.0,3.0,2.0,59.0,119.0,167.0,13.0,5.0,22075.0,515.0,456.0
Perry County,TN,1740.0,22.3,34445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,699.0,638.0
Polk County,TN,3029.0,18.4,38923.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,1.0,2.0,5275.0,794.0,712.0
Putnam County,TN,14166.0,19.7,40629.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,2.0,0.0,4875.0,722.0,774.0
Rhea County,TN,7331.0,23.3,39863.0,366.0074432,0.0,4.0,8.0,107.0,201.0,483.0,74.0,1.0,32513.0,562.0,573.0
Roane County,TN,9180.0,17.6,43939.0,204.6943231,0.0,4.0,0.0,26.0,37.0,148.0,12.0,2.0,14656.0,567.0,582.0
Robertson County,TN,8349.0,12.3,53413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235.0,640.0,664.0
Rutherford County,TN,32601.0,11.1,60022.0,155.3258857,1.0,5.0,14.0,84.0,863.0,1127.0,100.0,14.0,66956.0,937.0,880.0
Scott County,TN,5502.0,25.5,33254.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,5222.0,609.0,558.0
Sequatchie County,TN,2723.0,18.7,43207.0,395.0684558,0.0,3.0,3.0,52.0,114.0,287.0,38.0,7.0,14681.0,588.0,581.0
Sevier County,TN,13806.0,14.6,41987.0,178.5097317,0.0,4.0,1.0,26.0,123.0,273.0,15.0,1.0,17366.0,734.0,676.0
Shelby County,TN,186186.0,20.2,46998.0,8.360504975,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,11961.0,414.0,414.0
Smith County,TN,3462.0,18.1,44556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16225.0,924.0,828.0
Stewart County,TN,2033.0,15.5,44266.0,51.12474438,0.0,0.0,1.0,2.0,16.0,4.0,0.0,0.0,5868.0,474.0,425.0
Sullivan County,TN,25241.0,16.4,42277.0,51.83056118,3.0,1.0,0.0,7.0,64.0,252.0,17.0,0.0,21223.0,612.0,542.0
Sumner County,TN,17557.0,10.1,59816.0,254.33428,0.0,8.0,3.0,49.0,172.0,453.0,24.0,3.0,23591.0,1042.0,1094.0
Tipton County,TN,8719.0,14.4,54077.0,102.2364217,0.0,1.0,0.0,15.0,97.0,173.0,6.0,0.0,15650.0,745.0,675.0
Unicoi County,TN,3361.0,19.2,36641.0,176.9715739,0.0,0.0,1.0,31.0,59.0,323.0,23.0,3.0,18082.0,596.0,575.0
Union County,TN,4512.0,23.9,36878.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7277.0,516.0,546.0
Van Buren County,TN,1053.0,18.9,39348.0,201.7213556,0.0,0.0,0.0,15.0,23.0,32.0,6.0,1.0,7436.0,613.0,564.0
Warren County,TN,8437.0,21.2,39357.0,47.53416518,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,8415.0,550.0,566.0
Washington County,TN,21031.0,17.2,45261.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0
Wayne County,TN,3707.0,25.4,34895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20539.0,526.0,509.0
Weakley County,TN,5818.0,18.2,38025.0,339.6226415,2.0,3.0,4.0,108.0,194.0,555.0,26.0,4.0,34450.0,616.0,593.0
White County,TN,4741.0,18.2,38649.0,171.6668029,3.0,1.0,6.0,32.0,36.0,218.0,24.0,2.0,24466.0,621.0,611.0
Williamson County,TN,10548.0,5.0,104367.0,129.7127717,2.0,24.0,28.0,204.0,372.0,1853.0,82.0,13.0,198901.0,865.0,838.0
Wilson County,TN,10676.0,8.4,65372.0,101.2814303,3.0,6.0,3.0,34.0,143.0,437.0,39.0,0.0,45418.0,731.0,779.0
Anderson County,TX,9186.0,21.0,43062.0,55.01811013,0.0,3.0,3.0,6.0,57.0,97.0,13.0,1.0,21811.0,470.0,473.0
Andrews County,TX,1864.0,10.4,72184.0,547.6516459,1.0,20.0,0.0,71.0,78.0,258.0,18.0,0.0,16799.0,1067.0,1002.0
Angelina County,TX,15301.0,17.9,45428.0,381.9718439,5.0,29.0,53.0,247.0,789.0,2223.0,108.0,11.0,87441.0,535.0,508.0
Aransas County,TX,4510.0,18.2,41560.0,246.3458696,1.0,11.0,4.0,44.0,229.0,595.0,32.0,5.0,24356.0,1117.0,1258.0
Archer County,TX,826.0,9.5,60414.0,138.2329225,0.0,0.0,0.0,12.0,27.0,54.0,15.0,0.0,8681.0,726.0,677.0
Armstrong County,TX,196.0,10.4,55198.0,51.30836326,0.0,0.0,0.0,1.0,14.0,11.0,3.0,0.0,1949.0,706.0,695.0
Atascosa County,TX,9797.0,20.4,49047.0,161.3827957,3.0,3.0,8.0,62.0,372.0,837.0,50.0,1.0,47093.0,553.0,486.0
Austin County,TX,3720.0,12.7,57960.0,194.1276389,1.0,7.0,5.0,43.0,142.0,322.0,27.0,1.0,28847.0,813.0,832.0
Bailey County,TX,1115.0,15.8,38299.0,140.5678943,1.0,1.0,1.0,7.0,77.0,106.0,6.0,0.0,7114.0,645.0,667.0
Bandera County,TX,2788.0,13.3,53662.0,111.6450658,0.0,5.0,0.0,18.0,45.0,67.0,10.0,0.0,20601.0,665.0,496.0
Bastrop County,TX,9919.0,12.7,56866.0,336.3006924,0.0,51.0,20.0,184.0,505.0,1205.0,98.0,8.0,75825.0,725.0,778.0
Baylor County,TX,617.0,17.4,38231.0,166.0210293,0.0,0.0,0.0,6.0,11.0,38.0,2.0,1.0,3614.0,529.0,497.0
Bee County,TX,5884.0,23.4,42540.0,182.9324065,2.0,3.0,5.0,50.0,82.0,271.0,24.0,2.0,32799.0,1147.0,1143.0
Bell County,TX,51728.0,15.9,48894.0,139.8601399,0.0,5.0,22.0,13.0,167.0,787.0,41.0,4.0,27885.0,1191.0,1157.0
Bexar County,TX,288976.0,15.6,52230.0,431.0605685,101.0,649.0,2038.0,5047.0,18580.0,69589.0,7155.0,336.0,1817610.0,707.0,610.0
Blanco County,TX,1182.0,10.9,53449.0,186.5149678,0.0,1.0,0.0,19.0,48.0,76.0,5.0,0.0,10723.0,577.0,599.0
Bosque County,TX,2640.0,15.0,47135.0,78.40940913,0.0,3.0,0.0,11.0,68.0,118.0,7.0,3.0,17855.0,597.0,555.0
Bowie County,TX,16170.0,18.6,42515.0,622.5464503,7.0,33.0,88.0,454.0,1073.0,2541.0,241.0,27.0,93487.0,801.0,689.0
Brazoria County,TX,35519.0,10.6,71230.0,147.7704229,8.0,66.0,91.0,323.0,1551.0,4488.0,289.0,28.0,330242.0,1143.0,1141.0
Brazos County,TX,48202.0,24.0,44767.0,418.8734225,5.0,67.0,109.0,670.0,1287.0,4322.0,164.0,24.0,203164.0,749.0,736.0
Brewster County,TX,1349.0,14.8,41785.0,107.6889942,0.0,1.0,0.0,9.0,34.0,87.0,9.0,1.0,9286.0,679.0,645.0
Brooks County,TX,2269.0,31.7,30124.0,207.2682051,1.0,2.0,0.0,11.0,44.0,91.0,2.0,4.0,7237.0,1147.0,1143.0
Brown County,TX,6588.0,18.2,41981.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,3.0,0.0,2926.0,666.0,706.0
Burleson County,TX,2657.0,15.5,50113.0,139.7868251,1.0,7.0,2.0,14.0,61.0,125.0,14.0,0.0,17169.0,737.0,752.0
Burnet County,TX,5819.0,13.2,53086.0,171.1430071,0.0,15.0,8.0,52.0,213.0,585.0,45.0,3.0,43823.0,949.0,860.0
Caldwell County,TX,6893.0,17.8,46093.0,159.7755824,2.0,9.0,32.0,88.0,830.0,1931.0,132.0,24.0,81990.0,0.0,0.0
Calhoun County,TX,3633.0,16.8,50873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5059.0,992.0,1030.0
Cameron County,TX,133508.0,32.0,34044.0,184.1997544,0.0,4.0,2.0,3.0,45.0,52.0,2.0,2.0,4886.0,375.0,374.0
Cass County,TX,5961.0,20.0,39274.0,51.99802408,0.0,7.0,5.0,8.0,224.0,986.0,56.0,2.0,38463.0,673.0,643.0
Castro County,TX,1424.0,18.8,43372.0,99.626401,0.0,0.0,1.0,7.0,72.0,143.0,10.0,0.0,8030.0,714.0,542.0
Chambers County,TX,3683.0,9.6,77282.0,263.5010323,0.0,10.0,18.0,69.0,267.0,622.0,94.0,4.0,36812.0,1512.0,877.0
Cherokee County,TX,9192.0,19.0,41355.0,91.51244303,3.0,35.0,32.0,136.0,774.0,2189.0,168.0,1.0,225106.0,0.0,0.0
Clay County,TX,1263.0,12.3,51234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,605.0,566.0
Cochran County,TX,651.0,22.5,39398.0,198.938992,0.0,3.0,0.0,3.0,49.0,63.0,10.0,0.0,3016.0,500.0,454.0
Coke County,TX,429.0,13.5,42498.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,3210.0,672.0,506.0
Collin County,TX,59993.0,6.6,86823.0,147.640674,11.0,183.0,394.0,674.0,3489.0,12879.0,919.0,64.0,854778.0,1280.0,1175.0
Collingsworth County,TX,569.0,19.0,38775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099.0,562.0,483.0
Colorado County,TX,2975.0,14.5,47783.0,293.9475713,4.0,13.0,2.0,42.0,120.0,255.0,22.0,0.0,20752.0,658.0,638.0
Comal County,TX,10612.0,8.3,68362.0,268.3997299,3.0,41.0,29.0,245.0,558.0,2104.0,131.0,9.0,118480.0,1558.0,1642.0
Comanche County,TX,2218.0,16.8,41155.0,176.1726492,0.0,2.0,1.0,21.0,75.0,205.0,10.0,1.0,13623.0,687.0,515.0
Cooke County,TX,5070.0,13.2,54534.0,231.3671459,1.0,7.0,13.0,68.0,257.0,675.0,40.0,5.0,38467.0,790.0,760.0
Coryell County,TX,10222.0,16.0,45989.0,185.0587988,3.0,14.0,25.0,99.0,397.0,819.0,21.0,21.0,76192.0,669.0,722.0
Cottle County,TX,304.0,21.4,35602.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1452.0,394.0,267.0
Crockett County,TX,473.0,12.9,53903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,835.0,823.0
Crosby County,TX,1345.0,22.8,34562.0,83.45852112,0.0,1.0,1.0,3.0,27.0,17.0,3.0,0.0,5991.0,582.0,634.0
Culberson County,TX,532.0,23.9,35192.0,43.91743522,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,2277.0,649.0,549.0
Dallas County,TX,451795.0,17.9,51824.0,144.6925952,1.0,7.0,3.0,97.0,193.0,841.0,43.0,6.0,74641.0,1155.0,1084.0
Dawson County,TX,2560.0,21.9,42589.0,48.48805431,0.0,0.0,2.0,9.0,69.0,281.0,24.0,3.0,22686.0,0.0,0.0
Delta County,TX,951.0,18.5,42846.0,104.9765443,0.0,4.0,5.0,24.0,98.0,446.0,28.0,10.0,30483.0,579.0,387.0
Denton County,TX,61186.0,8.0,75898.0,161.4985751,10.0,156.0,331.0,680.0,3084.0,10732.0,972.0,79.0,728799.0,1259.0,1172.0
DeWitt County,TX,3630.0,19.2,47365.0,497.4881725,0.0,10.0,5.0,87.0,124.0,290.0,21.0,1.0,20503.0,571.0,593.0
Dickens County,TX,417.0,22.2,39169.0,87.29812309,0.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,2291.0,513.0,464.0
Dimmit County,TX,2650.0,24.4,40040.0,468.0187207,0.0,4.0,2.0,45.0,167.0,249.0,22.0,4.0,10897.0,743.0,691.0
Donley County,TX,651.0,20.2,36862.0,283.9295855,0.0,0.0,0.0,10.0,12.0,18.0,4.0,0.0,3522.0,470.0,439.0
Duval County,TX,2748.0,25.4,36986.0,621.5464156,94.0,355.0,1436.0,3621.0,8025.0,27335.0,1712.0,96.0,885855.0,1391.0,1147.0
Eastland County,TX,3139.0,18.1,41944.0,230.2000548,0.0,3.0,6.0,33.0,170.0,214.0,17.0,1.0,18245.0,484.0,412.0
Edwards County,TX,419.0,22.2,37567.0,33.95585739,0.0,0.0,0.0,1.0,12.0,19.0,0.0,0.0,2945.0,513.0,498.0
Ellis County,TX,17580.0,10.9,66811.0,119.9040767,0.0,0.0,0.0,5.0,10.0,26.0,4.0,0.0,4170.0,2749.0,2749.0
El Paso County,TX,165987.0,20.3,43101.0,379.058506,20.0,448.0,566.0,1449.0,4680.0,14760.0,2068.0,117.0,655044.0,717.0,739.0
Erath County,TX,6628.0,17.7,45663.0,143.7288819,0.0,11.0,3.0,43.0,217.0,661.0,31.0,3.0,39658.0,788.0,719.0
Falls County,TX,3608.0,23.9,37912.0,188.6468873,1.0,4.0,4.0,24.0,70.0,86.0,2.0,2.0,17493.0,646.0,642.0
Fannin County,TX,5013.0,16.4,43733.0,193.1132832,4.0,18.0,3.0,40.0,180.0,366.0,25.0,2.0,33659.0,683.0,638.0
Fayette County,TX,2959.0,12.0,53173.0,4.190939189,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,23861.0,497.0,457.0
Floyd County,TX,1273.0,21.8,36859.0,41.31377815,1.0,3.0,4.0,8.0,61.0,135.0,16.0,1.0,38728.0,652.0,660.0
Fort Bend County,TX,49830.0,7.0,95117.0,247.560798,8.0,88.0,417.0,1102.0,3070.0,7179.0,714.0,41.0,652365.0,843.0,1005.0
Franklin County,TX,1729.0,16.4,43569.0,32.41491086,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,3085.0,719.0,751.0
Freestone County,TX,2848.0,15.8,48057.0,239.2344498,1.0,1.0,6.0,39.0,165.0,172.0,21.0,3.0,19646.0,674.0,608.0
Frio County,TX,4501.0,29.3,38809.0,127.3180183,0.0,2.0,4.0,17.0,146.0,217.0,6.0,3.0,18065.0,643.0,597.0
Gaines County,TX,2658.0,13.3,53297.0,110.9877913,2.0,3.0,2.0,14.0,59.0,136.0,10.0,0.0,18921.0,932.0,870.0
Galveston County,TX,44355.0,14.0,66173.0,267.9427085,7.0,105.0,271.0,439.0,2049.0,6549.0,466.0,39.0,306782.0,2177.0,2126.0
Gillespie County,TX,2674.0,10.4,54180.0,78.8736838,0.0,5.0,4.0,11.0,60.0,270.0,13.0,0.0,25357.0,715.0,647.0
Glasscock County,TX,103.0,7.8,74854.0,79.93605116,0.0,0.0,0.0,1.0,3.0,9.0,1.0,0.0,1251.0,829.0,1077.0
Gray County,TX,2750.0,13.0,49415.0,99.85022466,0.0,1.0,0.0,5.0,26.0,24.0,3.0,0.0,6009.0,718.0,690.0
Grayson County,TX,18682.0,15.2,48164.0,96.16494211,0.0,10.0,1.0,13.0,141.0,198.0,23.0,3.0,25997.0,562.0,434.0
Gregg County,TX,20438.0,17.0,48561.0,492.5868123,7.0,72.0,145.0,382.0,1241.0,3834.0,395.0,19.0,123024.0,1262.0,996.0
Grimes County,TX,4358.0,17.8,44226.0,376.0378272,1.0,7.0,8.0,85.0,187.0,339.0,42.0,0.0,26859.0,1010.0,993.0
Guadalupe County,TX,15326.0,10.3,64252.0,193.4587207,2.0,67.0,31.0,177.0,601.0,2271.0,127.0,10.0,143183.0,0.0,0.0
Hale County,TX,6404.0,20.3,41999.0,136.3105284,0.0,3.0,2.0,16.0,66.0,67.0,14.0,1.0,15406.0,730.0,756.0
Hall County,TX,787.0,25.5,32158.0,154.3686323,0.0,0.0,0.0,5.0,17.0,25.0,5.0,0.0,3239.0,564.0,543.0
Hamilton County,TX,1227.0,15.4,46181.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,8368.0,674.0,603.0
Hansford County,TX,650.0,11.7,55215.0,342.0342034,0.0,0.0,3.0,16.0,20.0,56.0,11.0,1.0,5555.0,635.0,617.0
Hardeman County,TX,688.0,18.0,38154.0,0.0,0.0,0.0,0.0,0.0,48.0,64.0,1.0,0.0,4016.0,617.0,647.0
Hardin County,TX,6537.0,11.8,56201.0,56.88821466,0.0,4.0,6.0,8.0,268.0,550.0,11.0,5.0,31641.0,804.0,784.0
Harris County,TX,744712.0,16.6,56670.0,113.278021,0.0,1.0,2.0,34.0,82.0,272.0,12.0,2.0,32663.0,1256.0,1246.0
Harrison County,TX,12036.0,18.5,46593.0,55.43621371,0.0,0.0,0.0,8.0,33.0,115.0,15.0,1.0,14431.0,861.0,814.0
Hartley County,TX,468.0,9.9,66231.0,262.295082,0.0,2.0,0.0,14.0,32.0,59.0,5.0,1.0,6100.0,859.0,716.0
Haskell County,TX,1156.0,22.3,36085.0,187.2340426,0.0,0.0,0.0,11.0,30.0,46.0,4.0,0.0,5875.0,634.0,456.0
Hays County,TX,25409.0,13.6,61121.0,201.6747526,4.0,47.0,37.0,267.0,799.0,2467.0,177.0,7.0,176026.0,855.0,847.0
Henderson County,TX,12608.0,16.2,44944.0,176.1913456,6.0,28.0,30.0,129.0,788.0,1601.0,161.0,3.0,109540.0,857.0,856.0
Hidalgo County,TX,259506.0,31.1,35441.0,316.7907686,30.0,202.0,474.0,1879.0,6465.0,22631.0,1421.0,171.0,815996.0,462.0,504.0
Hill County,TX,6048.0,17.8,44965.0,269.9365362,1.0,10.0,12.0,71.0,265.0,581.0,20.0,5.0,34823.0,719.0,551.0
Hockley County,TX,3579.0,15.9,48768.0,424.9893753,1.0,16.0,9.0,74.0,223.0,418.0,11.0,3.0,23530.0,915.0,810.0
Hood County,TX,5364.0,9.8,61371.0,128.5322748,1.0,3.0,3.0,61.0,171.0,857.0,54.0,5.0,52905.0,934.0,920.0
Hopkins County,TX,5677.0,15.9,43284.0,141.5276408,2.0,22.0,13.0,29.0,269.0,642.0,58.0,6.0,46634.0,769.0,836.0
Houston County,TX,5388.0,27.0,37536.0,85.11091015,0.0,0.0,0.0,16.0,35.0,92.0,9.0,0.0,18799.0,668.0,588.0
Howard County,TX,5938.0,19.1,47148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6355.0,797.0,774.0
Hunt County,TX,14418.0,16.5,46632.0,451.4750482,1.0,21.0,65.0,306.0,869.0,1825.0,169.0,10.0,87048.0,1147.0,1143.0
Hutchinson County,TX,3042.0,14.2,53085.0,41.98740378,0.0,0.0,0.0,3.0,8.0,8.0,3.0,0.0,7145.0,631.0,683.0
Irion County,TX,123.0,7.9,64777.0,124.0694789,0.0,0.0,0.0,2.0,16.0,18.0,0.0,0.0,1612.0,898.0,863.0
Jack County,TX,1322.0,17.1,51711.0,301.4402144,0.0,6.0,0.0,21.0,39.0,99.0,14.0,1.0,8957.0,705.0,825.0
Jackson County,TX,1980.0,13.6,53667.0,22.34304014,0.0,1.0,0.0,1.0,29.0,28.0,7.0,0.0,13427.0,574.0,573.0
Jasper County,TX,5422.0,15.7,46541.0,6.071645416,0.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,16470.0,548.0,533.0
Jeff Davis County,TX,274.0,13.3,47654.0,88.77052818,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,2253.0,522.0,346.0
Jefferson County,TX,40306.0,16.9,47620.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,2.0,0.0,7560.0,1346.0,1359.0
Jim Hogg County,TX,1204.0,23.2,36048.0,38.13155386,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,5245.0,541.0,513.0
Jim Wells County,TX,9025.0,22.1,43028.0,695.7773512,13.0,17.0,7.0,253.0,467.0,1089.0,93.0,14.0,41680.0,972.0,968.0
Johnson County,TX,17955.0,11.4,58685.0,58.32037325,0.0,0.0,0.0,3.0,1.0,20.0,2.0,0.0,5144.0,1216.0,1338.0
Jones County,TX,3147.0,21.4,41871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,525.0,474.0
Karnes County,TX,2463.0,20.0,47129.0,165.7715006,2.0,1.0,1.0,21.0,98.0,281.0,21.0,2.0,15081.0,613.0,544.0
Kaufman County,TX,14824.0,13.1,60438.0,228.4282662,2.0,33.0,35.0,178.0,718.0,1366.0,181.0,7.0,108568.0,1710.0,1751.0
Kendall County,TX,3206.0,8.0,79108.0,108.563258,1.0,18.0,4.0,18.0,118.0,469.0,21.0,0.0,37766.0,1087.0,1018.0
Kent County,TX,82.0,11.3,45338.0,123.6101433,3.0,36.0,38.0,127.0,693.0,2803.0,196.0,31.0,165035.0,0.0,0.0
Kerr County,TX,7031.0,14.3,47389.0,150.1411327,2.0,12.0,8.0,53.0,221.0,754.0,37.0,6.0,49953.0,817.0,811.0
King County,TX,31.0,11.0,69588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,962.0,962.0
Kinney County,TX,661.0,20.6,40840.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3586.0,759.0,769.0
Kleberg County,TX,7290.0,24.3,40066.0,492.1965048,1.0,5.0,18.0,134.0,370.0,960.0,20.0,4.0,32101.0,848.0,721.0
Knox County,TX,721.0,19.2,43238.0,11.67542323,0.0,0.0,0.0,1.0,6.0,24.0,1.0,0.0,8565.0,554.0,536.0
Lamar County,TX,9165.0,18.8,39433.0,52.72019183,1.0,6.0,11.0,14.0,461.0,544.0,24.0,1.0,58801.0,546.0,556.0
Lamb County,TX,2866.0,21.8,41807.0,283.1215971,1.0,1.0,5.0,32.0,119.0,246.0,18.0,4.0,13775.0,658.0,676.0
La Salle County,TX,1668.0,27.9,42500.0,176.4147103,0.0,0.0,1.0,12.0,13.0,29.0,1.0,3.0,7369.0,724.0,831.0
Lavaca County,TX,2360.0,12.2,49752.0,168.5307186,0.0,2.0,1.0,30.0,130.0,199.0,17.0,1.0,19581.0,844.0,845.0
Lee County,TX,2039.0,12.4,54747.0,63.27630654,0.0,3.0,7.0,44.0,299.0,464.0,31.0,20.0,85340.0,549.0,520.0
Leon County,TX,2348.0,13.8,47740.0,89.59503046,1.0,4.0,1.0,9.0,94.0,112.0,22.0,0.0,16742.0,628.0,611.0
Liberty County,TX,11739.0,15.8,53552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.0,753.0,829.0
Limestone County,TX,4147.0,19.1,40655.0,151.9500253,4.0,2.0,25.0,104.0,398.0,1146.0,56.0,0.0,88845.0,648.0,633.0
Lipscomb County,TX,342.0,9.7,60955.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3485.0,784.0,674.0
Llano County,TX,2891.0,14.8,46366.0,46.28677227,0.0,1.0,0.0,8.0,134.0,253.0,11.0,11.0,19444.0,1073.0,1118.0
Lubbock County,TX,57631.0,20.1,47139.0,740.6920961,12.0,139.0,328.0,1664.0,3400.0,9224.0,828.0,52.0,289324.0,1082.0,741.0
McLennan County,TX,46949.0,19.9,46264.0,421.5652577,9.0,115.0,218.0,676.0,2237.0,6380.0,286.0,63.0,241481.0,1244.0,1200.0
Madison County,TX,2211.0,19.2,40857.0,38.83997929,0.0,1.0,0.0,5.0,45.0,85.0,5.0,0.0,15448.0,763.0,777.0
Marion County,TX,2338.0,23.4,35152.0,40.91987888,0.0,0.0,0.0,5.0,35.0,56.0,8.0,0.0,12219.0,620.0,568.0
Martin County,TX,639.0,11.4,60815.0,78.74015748,0.0,0.0,0.0,8.0,26.0,69.0,9.0,5.0,10160.0,789.0,835.0
Mason County,TX,557.0,13.8,45340.0,24.2248062,0.0,0.0,0.0,1.0,7.0,24.0,0.0,0.0,4128.0,555.0,538.0
Matagorda County,TX,7467.0,20.5,45073.0,330.6733712,1.0,11.0,19.0,90.0,290.0,770.0,23.0,5.0,36592.0,728.0,650.0
Maverick County,TX,13514.0,23.9,34687.0,298.5768433,3.0,4.0,4.0,156.0,512.0,993.0,42.0,1.0,55932.0,649.0,633.0
