County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Wakulla County,FL,Low,Low,Low,Very Low,Low,Very Low,-84.485453,21.2
Walton County,FL,Low,Low,Low,Very Low,Low,Low,-83.708357,21.4
Washington County,FL,Medium,Low,Very Low,Very Low,Low,High,-88.047646,28.9
Appling County,GA,Medium,Low,Very Low,Very Low,Low,Low,-83.8835889,17.5
Atkinson County,GA,Medium,Low,Low,Very Low,Low,Low,-82.853957,17.4
Bacon County,GA,Medium,Low,Low,Very Low,Low,Low,-82.475621,22.1
Baker County,GA,Medium,Low,Very Low,Very Low,Low,Very High,-123.1954117,29.4
Baldwin County,GA,Medium,Low,Very Low,Very Low,Low,Low,-83.248796,20.5
Banks County,GA,Low,Low,Low,Very Low,Low,Low,-83.661974,0.0
Barrow County,GA,Low,Low,Low,Very Low,Low,Low,-83.692325,15.1
Bartow County,GA,Low,Low,Low,Very Low,Low,Low,-84.985629,22.7
Ben Hill County,GA,Medium,Low,Low,Very Low,Low,Low,-83.252214,23.1
Berrien County,GA,Medium,Low,Very Low,Very Low,Low,High,-86.51143,35.8
Bibb County,GA,Medium,Low,Very Low,Very Low,Low,Low,-83.679411,19.9
Bleckley County,GA,Medium,Low,Very Low,Very Low,Low,Low,-83.282965,16.1
Brooks County,GA,Medium,Low,Very Low,Very Low,Low,Very Low,-98.064536,37.4
Bryan County,GA,Low,Medium,Very Low,Very Low,Low,Low,-96.504409,11.9
Bulloch County,GA,Medium,Low,Very Low,Very Low,Low,Low,-81.775576,28.3
Burke County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-81.572674,14.1
Butts County,GA,Medium,Low,Very Low,Very Low,Low,Low,-83.902902,30.7
Calhoun County,GA,High,Low,Very Low,Very Low,Low,Very Low,-96.555402,38.4
Camden County,GA,Low,Low,Very Low,Very Low,Low,High,-75.021701,22.7
Candler County,GA,Medium,Low,Very Low,Very Low,Low,Low,-82.062596,22.3
Carroll County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-80.809459,14.3
Catoosa County,GA,Low,Low,Very Low,Very Low,Low,Low,-85.246033,16.4
Chatham County,GA,Low,Low,Very Low,Very Low,Low,Medium,-79.456391,16.4
Cherokee County,GA,Low,Medium,Very Low,Very Low,Low,Low,-95.122103,0.0
Clarke County,GA,High,Low,Very Low,Very Low,Low,Medium,-77.862643,25.0
Clay County,GA,High,Low,Very Low,Very Low,Low,Low,-98.231798,28.0
Clayton County,GA,Medium,Low,Very Low,Very Low,Low,High,-91.157834,0.0
Clinch County,GA,Medium,Low,Low,Very Low,Low,Low,-82.648875,26.4
Cobb County,GA,Low,Medium,Very Low,Very Low,Low,Low,-84.51612,18.0
Coffee County,GA,Medium,Low,Low,Very Low,Low,Medium,-86.083241,31.5
Colquitt County,GA,Medium,Low,Low,Very Low,Low,Low,-83.804328,0.0
Columbia County,GA,Low,Medium,Very Low,Very Low,Low,High,-89.240512,11.5
Cook County,GA,Medium,Low,Very Low,Very Low,Low,High,-87.792577,33.3
Coweta County,GA,Low,Medium,Very Low,Very Low,Low,Low,-84.639692,16.8
Crawford County,GA,Medium,Low,Very Low,Very Low,Low,High,-90.898947,13.4
Crisp County,GA,Medium,Low,Low,Very Low,Low,Low,-83.719208,17.4
Dade County,GA,Low,Low,Very Low,Very Low,Low,Medium,-93.673684,17.3
Dawson County,GA,Low,Medium,Very Low,Very Low,Low,Low,-101.715847,0.0
Decatur County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-88.119357,18.7
DeKalb County,GA,Low,Low,Very Low,Very Low,Low,Medium,-85.821149,12.8
Dodge County,GA,Medium,Low,Very Low,Very Low,Low,High,-88.737534,25.2
Dooly County,GA,High,Low,Low,Very Low,Low,Low,-83.907239,26.3
Douglas County,GA,Low,Medium,Very Low,Very Low,Low,Very High,-91.799516,7.8
Early County,GA,Medium,Low,Medium,Very Low,Low,Low,-84.98226,22.2
Effingham County,GA,Low,Medium,Very Low,Very Low,Low,Medium,-88.627068,10.6
Elbert County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-104.081754,30.4
Emanuel County,GA,Medium,Low,Medium,Very Low,Low,Low,-82.276859,18.7
Evans County,GA,Medium,Low,Very Low,Very Low,Low,Low,-81.835957,26.5
Fannin County,GA,Low,Low,Very Low,Very Low,Low,Low,-96.344594,20.6
Fayette County,GA,Low,Medium,Very Low,Very Low,Low,Medium,-81.150437,7.4
Floyd County,GA,Medium,Low,Very Low,Very Low,Low,Low,-101.336787,19.0
Forsyth County,GA,Low,High,Very Low,Very Low,Low,Medium,-80.358846,9.7
Franklin County,GA,Medium,Low,Very Low,Very Low,Low,Very High,-118.556564,21.5
Fulton County,GA,Low,Medium,Very Low,Very Low,Low,High,-78.192598,0.0
Gilmer County,GA,Low,Low,Very Low,Very Low,Low,Low,-84.38362,0.0
Glynn County,GA,Medium,Low,Low,Very Low,Medium,Low,-81.385627,35.1
Gordon County,GA,Medium,Low,Low,Very Low,Low,Low,-84.943824,21.2
Grady County,GA,Medium,Low,Very Low,Very Low,Low,Low,-97.957193,16.8
Greene County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-82.819673,16.3
Gwinnett County,GA,Low,Medium,Very Low,Very Low,Medium,Low,-84.132156,23.4
Habersham County,GA,Low,Low,Very Low,Very Low,Low,Low,-83.531473,16.4
Hall County,GA,Low,Low,Very Low,Very Low,Low,Low,-100.895302,12.4
Hancock County,GA,High,Low,Very Low,Very Low,Low,High,-80.616868,19.3
Haralson County,GA,Medium,Low,Medium,Very Low,Low,Low,-85.027295,0.0
Harris County,GA,Low,Medium,Very Low,Very Low,Medium,Very Low,-95.383966,22.9
Hart County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-85.899294,14.3
Heard County,GA,Medium,Low,Very Low,Very Low,Low,Low,-85.259598,21.9
Henry County,GA,Low,Medium,Very Low,Very Low,Low,Medium,-79.894608,6.9
Houston County,GA,Low,Low,Very Low,Very Low,Low,Low,-95.18537,14.4
Jackson County,GA,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,12.3
Jasper County,GA,Low,Low,Very Low,Very Low,Low,Low,-93.90007,14.2
Jeff Davis County,GA,Medium,Low,Very Low,Very Low,Low,Low,-104.495314,17.3
Jefferson County,GA,Medium,Low,Very Low,Very Low,Medium,Medium,-77.810685,50.4
Jenkins County,GA,High,Low,Very Low,Very Low,Low,Low,-81.942039,26.3
Johnson County,GA,Medium,Low,Very Low,Very Low,Medium,Low,-97.120532,47.4
Jones County,GA,Low,Low,Very Low,Very Low,Low,Low,-99.623217,11.9
Lamar County,GA,Medium,Low,Very Low,Very Low,Low,Low,-95.724933,15.5
Laurens County,GA,Medium,Low,Low,Very Low,Low,Low,-81.98559,25.5
Lee County,GA,Low,Medium,Very Low,Very Low,Low,Medium,-83.057415,9.6
Liberty County,GA,Medium,Low,Very Low,Very Low,Low,Very Low,-95.095802,22.8
Lincoln County,GA,Medium,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Lowndes County,GA,Medium,Low,Very Low,Very Low,Low,Low,-88.34318,34.6
McDuffie County,GA,Medium,Low,Very Low,Very Low,Low,Low,-82.386483,21.6
McIntosh County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-95.511754,17.7
Macon County,GA,High,Low,Very Low,Very Low,Low,Medium,-85.848095,18.4
Madison County,GA,Low,Low,Very Low,Very Low,Low,Low,-95.7565,22.5
Marion County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-80.220774,21.1
Meriwether County,GA,Medium,Low,Very Low,Very Low,Low,Low,-84.716331,18.8
Miller County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-92.46004,22.2
Mitchell County,GA,Medium,Low,Very Low,Very Low,Low,Low,-100.938164,32.1
Monroe County,GA,Low,Low,Very Low,Very Low,Low,Medium,-80.795017,12.7
Montgomery County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-80.488108,29.4
Morgan County,GA,Low,Low,Very Low,Very Low,Low,Medium,-78.455275,10.5
Murray County,GA,Low,Low,Very Low,Very Low,Low,High,-95.670244,24.4
Newton County,GA,Low,Low,Very Low,Very Low,Low,Low,-93.601865,18.1
Oconee County,GA,Low,Medium,Very Low,Very Low,Low,Low,-82.965604,9.8
Oglethorpe County,GA,Low,Low,Low,Very Low,Low,Low,-83.15539,11.9
Paulding County,GA,Low,Medium,Very Low,Very Low,Low,High,-84.583975,0.0
Peach County,GA,Medium,Low,Medium,Very Low,Low,Low,-83.653936,26.7
Pickens County,GA,Low,Low,Very Low,Very Low,Low,Low,-82.812407,20.6
Pierce County,GA,Medium,Low,Very Low,Very Low,Low,Very High,-92.480249,21.7
Pike County,GA,Low,Low,Very Low,Very Low,Low,High,-74.890774,22.7
Polk County,GA,Medium,Low,Very Low,Very Low,Low,Very High,-92.634675,24.2
Pulaski County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-80.595817,0.0
Putnam County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-81.81221,19.5
Quitman County,GA,Medium,Low,Very Low,Very Low,Low,Low,-90.284526,20.9
Rabun County,GA,Low,Low,Very Low,Very Low,Low,Low,-83.381098,17.9
Randolph County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-79.963734,20.7
Richmond County,GA,Medium,Low,Very Low,Very Low,Low,Low,-79.760317,17.1
Rockdale County,GA,Low,Low,Low,Very Low,Low,Low,-84.037683,18.1
Screven County,GA,Medium,Low,Very Low,Very Low,Low,Low,-81.835465,26.1
Seminole County,GA,Medium,Low,Very Low,Very Low,Low,Low,-96.525316,19.9
Spalding County,GA,Medium,Low,Low,Very Low,Low,Low,-84.29174,18.9
Stephens County,GA,Medium,Low,Very Low,Very Low,Low,Low,-98.911862,16.2
Stewart County,GA,High,Low,Very Low,Very Low,Low,Medium,-87.639869,19.6
Sumter County,GA,Medium,Low,Very Low,Very Low,Medium,Low,-80.52594,42.4
Talbot County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-76.336282,36.0
Tattnall County,GA,Medium,Low,Very Low,Very Low,Low,Low,-82.12479,16.0
Taylor County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-80.128512,17.7
Telfair County,GA,High,Low,Very Low,Very Low,Low,Low,-82.89689,25.2
Terrell County,GA,High,Low,Very Low,Very Low,Low,Very Low,-102.407916,26.2
Thomas County,GA,Medium,Low,Very Low,Very Low,Low,High,-100.574729,15.6
Toombs County,GA,Medium,Low,Very Low,Very Low,Low,Low,-82.321208,20.9
Troup County,GA,Medium,Low,Low,Very Low,Low,Low,-85.038261,22.2
Turner County,GA,Medium,Low,Very Low,Very Low,Low,High,-97.157586,17.7
Twiggs County,GA,Medium,Low,Very Low,Very Low,Low,Low,-83.342642,13.9
Union County,GA,Low,Low,Very Low,Very Low,Low,Medium,-83.806439,14.5
Upson County,GA,Medium,Low,Very Low,Very Low,Low,Low,-84.142713,23.6
Walker County,GA,Medium,Low,Very Low,Very Low,Low,Low,-85.289568,18.9
Walton County,GA,Low,Medium,Low,Very Low,Low,Low,-83.708357,17.9
Warren County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-85.860575,20.4
Washington County,GA,Medium,Low,Very Low,Very Low,Low,High,-88.047646,28.8
Wayne County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-82.441558,15.2
Webster County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-80.373231,0.0
Wheeler County,GA,High,Low,Very Low,Very Low,Low,Very High,-120.214649,22.3
White County,GA,Low,Low,Very Low,Very Low,Low,Medium,-85.472439,17.1
Whitfield County,GA,Low,Low,Very Low,Very Low,Low,Low,-84.967155,19.7
Wilcox County,GA,Medium,Low,Very Low,Very Low,Low,Low,-83.456882,21.0
Wilkes County,GA,Medium,Low,Very Low,Very Low,Low,Medium,-81.139076,19.7
Wilkinson County,GA,Medium,Low,Very Low,Very Low,Low,Low,-91.299257,16.6
Worth County,GA,Medium,Low,Very Low,Very Low,Low,High,-94.614602,8.4
Ada County,ID,Low,Medium,Very Low,Very Low,Low,Very High,-117.0715447,13.1
Adams County,ID,Low,Low,Very Low,Very Low,Low,Very High,-103.6106598,23.2
Bannock County,ID,Medium,Low,Very Low,Very Low,Low,High,-112.465564,18.8
Bear Lake County,ID,Low,Low,Very Low,Very Low,Low,High,-111.390397,0.0
Benewah County,ID,Low,Low,Very Low,Very Low,Low,Very High,-116.69398,23.3
Bingham County,ID,Low,Low,Very Low,Very Low,Low,High,-112.344665,16.8
Blaine County,ID,Low,Medium,Very Low,Very Low,Low,Medium,-98.550984,4.3
Boise County,ID,Low,Low,Very Low,Very Low,Low,High,-116.015143,24.2
Bonner County,ID,Low,Low,Very Low,Very Low,Low,Very High,-116.560809,21.7
Bonneville County,ID,Low,Low,Very Low,Very Low,Low,High,-111.324544,12.8
Butte County,ID,Low,Low,Very Low,Very Low,Low,Very High,-103.553842,17.8
Canyon County,ID,Low,Low,Very Low,Very Low,Low,High,-116.907585,15.2
Cassia County,ID,Low,Low,Very Low,Very Low,Low,High,-113.369737,13.7
Clark County,ID,Low,Low,Very Low,Very Low,Low,Very High,-90.598773,15.9
Clearwater County,ID,Low,Low,Very Low,Very Low,Low,Very High,-95.541079,22.4
Custer County,ID,Low,Low,Very Low,Very Low,Low,High,-103.594582,16.0
Elmore County,ID,Low,Low,Very Low,Very Low,Low,High,-115.696992,21.8
Franklin County,ID,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,16.0
Fremont County,ID,Low,Low,Very Low,Very Low,Low,High,-108.106792,16.5
Gem County,ID,Low,Low,Very Low,Very Low,Low,High,-116.490086,19.3
Gooding County,ID,Low,Low,Very Low,Very Low,Low,High,-114.70296,17.8
Idaho County,ID,Low,Low,Very Low,Very Low,Low,Very High,-115.975985,16.7
Jefferson County,ID,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,30.2
Jerome County,ID,Low,Low,Very Low,Very Low,Low,High,-114.20908,12.2
Kootenai County,ID,Low,Low,Low,Very Low,Low,Very High,-116.938803,21.1
Latah County,ID,Medium,Low,Very Low,Very Low,Low,Very High,-116.889621,16.6
Lewis County,ID,Low,Low,Very Low,Very Low,Low,Medium,-80.462208,16.6
Lincoln County,ID,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Madison County,ID,Medium,Low,Very Low,Very Low,Low,Low,-95.7565,24.1
Minidoka County,ID,Low,Low,Very Low,Very Low,Low,High,-113.762067,17.0
Nez Perce County,ID,Low,Low,Very Low,Very Low,Low,Very High,-116.993472,15.8
Oneida County,ID,Low,Low,Very Low,Very Low,Low,High,-75.599216,17.8
Owyhee County,ID,Medium,Low,Very Low,Very Low,Low,High,-116.937169,17.8
Payette County,ID,Low,Low,Very Low,Very Low,Low,High,-116.926852,16.4
Power County,ID,Low,Low,Very Low,Very Low,Low,High,-112.87453,25.1
Shoshone County,ID,Medium,Low,Very Low,Very Low,Low,Very High,-116.177448,17.6
Teton County,ID,Low,Medium,Very Low,Very Low,Medium,High,-110.91455,33.3
Twin Falls County,ID,Low,Low,Very Low,Very Low,Low,High,-114.463654,19.4
Valley County,ID,Low,Low,Very Low,Very Low,Low,High,-98.772679,10.3
Washington County,ID,Low,Low,Very Low,Very Low,Low,High,-88.047646,27.2
Adams County,IL,Low,Low,Very Low,Very Low,Low,Very High,-103.6106598,19.6
Alexander County,IL,Medium,Low,Very Low,Very Low,Low,Medium,-81.175951,21.1
Bond County,IL,Low,Low,Very Low,Very Low,Low,Medium,-89.340002,13.7
Boone County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-81.71774,10.2
Brown County,IL,Low,Low,Very Low,Very Low,Low,Very High,-88.234279,14.9
Bureau County,IL,Low,Low,Very Low,Very Low,Low,High,-89.590753,15.5
Calhoun County,IL,Low,Low,Very Low,Very Low,Low,Very Low,-96.555402,23.3
Carroll County,IL,Low,Low,Very Low,Very Low,Low,Medium,-80.809459,12.8
Cass County,IL,Low,Low,Very Low,Very Low,Low,Low,-94.15323,17.3
Champaign County,IL,Medium,Low,Very Low,Very Low,Low,High,-83.558429,16.3
Christian County,IL,Low,Low,Very Low,Very Low,Low,Medium,-93.217803,20.7
Clark County,IL,Low,Low,Very Low,Very Low,Low,Very High,-90.598773,12.6
Clay County,IL,Low,Low,Very Low,Very Low,Low,Low,-98.231798,16.7
Clinton County,IL,Low,Medium,Very Low,Very Low,Low,High,-77.742258,9.4
Cook County,IL,Low,Low,Very Low,Very Low,Low,High,-87.792577,20.2
Crawford County,IL,Low,Low,Very Low,Very Low,Low,High,-90.898947,11.7
Cumberland County,IL,Low,Low,Very Low,Very Low,Low,Medium,-78.399326,22.3
DeKalb County,IL,Low,Low,Very Low,Very Low,Low,Medium,-85.821149,12.1
De Witt County,IL,Low,Low,Very Low,Very Low,Low,High,-89.12456,11.5
Douglas County,IL,Low,Low,Very Low,Very Low,Low,Very High,-91.799516,8.5
DuPage County,IL,Low,Medium,Very Low,Very Low,Medium,High,-88.04413,17.9
Edgar County,IL,Low,Low,Low,Very Low,Low,Medium,-87.587742,18.9
Edwards County,IL,Low,Low,Very Low,Very Low,Low,Medium,-99.411378,12.7
Effingham County,IL,Low,Low,Very Low,Very Low,Low,Medium,-88.627068,12.6
Fayette County,IL,Medium,Low,Very Low,Very Low,Low,Medium,-81.150437,14.3
Ford County,IL,Low,Low,Low,Very Low,Low,Medium,-99.890469,14.1
Franklin County,IL,Medium,Low,Very Low,Very Low,Low,Very High,-118.556564,19.9
Fulton County,IL,Low,Low,Very Low,Very Low,Low,High,-78.192598,0.0
Gallatin County,IL,Low,Low,Very Low,Very Low,Low,Very High,-111.648915,24.3
Greene County,IL,Low,Low,Very Low,Very Low,Low,Medium,-82.819673,16.1
Grundy County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-85.56558,10.6
Hamilton County,IL,Low,Low,Very Low,Very Low,Low,Low,-98.119669,17.6
Hancock County,IL,Low,Low,Very Low,Very Low,Low,High,-80.616868,11.3
Hardin County,IL,Medium,Low,Very Low,Very Low,Low,Very Low,-94.399895,24.7
Henderson County,IL,Low,Low,Very Low,Very Low,Low,Low,-95.570391,21.7
Henry County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-79.894608,7.6
Iroquois County,IL,Low,Low,Very Low,Very Low,Low,High,-87.730536,12.5
Jackson County,IL,Medium,Low,Very Low,Very Low,Low,Medium,-81.708811,18.8
Jasper County,IL,Low,Low,Very Low,Very Low,Low,Low,-93.90007,12.5
Jefferson County,IL,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,34.8
Jersey County,IL,Low,Low,Very Low,Very Low,Low,Medium,-90.499567,15.1
Jo Daviess County,IL,Low,Low,Very Low,Very Low,Low,High,-90.427804,15.9
Johnson County,IL,Low,Low,Very Low,Very Low,Medium,Low,-97.120532,31.2
Kane County,IL,Low,Medium,Very Low,Very Low,Medium,High,-88.312618,20.7
Kankakee County,IL,Low,Low,Low,Very Low,Low,High,-87.85843,16.3
Kendall County,IL,Low,Medium,Very Low,Very Low,Low,Very Low,-98.729667,14.7
Knox County,IL,Low,Low,Very Low,Very Low,Low,Low,-99.792932,15.2
Lake County,IL,Low,Medium,Very Low,Very Low,Low,High,-97.215415,13.7
La Salle County,IL,Low,Low,Very Low,Very Low,Low,Very Low,-99.354489,16.6
Lawrence County,IL,Low,Low,Very Low,Very Low,Low,Low,-87.501768,16.9
Lee County,IL,Low,Low,Very Low,Very Low,Low,Medium,-83.057415,12.5
Livingston County,IL,Low,Low,Very Low,Very Low,Low,High,-77.596423,18.7
Logan County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-81.984432,10.8
McDonough County,IL,Medium,Low,Very Low,Very Low,Low,High,-90.836061,17.2
McHenry County,IL,Low,Medium,Very Low,Very Low,Low,Very High,-100.616221,10.1
McLean County,IL,Low,Medium,Very Low,Very Low,Low,Very High,-100.785607,12.1
Macon County,IL,Medium,Low,Very Low,Very Low,Low,Medium,-85.848095,11.7
Macoupin County,IL,Low,Low,Very Low,Very Low,Low,Medium,-89.769652,25.3
Madison County,IL,Low,Low,Very Low,Very Low,Low,Low,-95.7565,17.3
Marion County,IL,Low,Low,Very Low,Very Low,Low,Medium,-80.220774,17.3
Marshall County,IL,Low,Low,Very Low,Very Low,Low,High,-80.696027,17.4
Mason County,IL,Low,Low,Very Low,Very Low,Low,Medium,-82.1353,15.2
Massac County,IL,Low,Low,Low,Very Low,Low,Medium,-88.625983,16.6
Menard County,IL,Low,Medium,Very Low,Very Low,Low,Low,-99.783678,9.5
Mercer County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-81.096206,14.1
Monroe County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-80.795017,8.5
Montgomery County,IL,Low,Low,Very Low,Very Low,Low,Medium,-80.488108,23.5
Morgan County,IL,Low,Low,Very Low,Very Low,Low,Medium,-78.455275,11.9
Moultrie County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-88.608809,13.3
Ogle County,IL,Low,Medium,Very Low,Very Low,Low,High,-89.179978,18.3
Peoria County,IL,Low,Low,Medium,Very Low,Low,High,-89.724252,16.1
Perry County,IL,Low,Low,Very Low,Very Low,Low,High,-77.133946,18.0
Piatt County,IL,Low,Medium,Very Low,Very Low,Low,High,-88.456895,0.0
Pike County,IL,Low,Low,Very Low,Very Low,Low,High,-74.890774,28.3
Pope County,IL,Medium,Low,Very Low,Very Low,Low,Very High,-95.167978,0.0
Pulaski County,IL,Medium,Low,Very Low,Very Low,Low,Medium,-80.595817,0.0
Putnam County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-81.81221,14.3
Randolph County,IL,Low,Low,Very Low,Very Low,Low,Medium,-79.963734,12.6
Richland County,IL,Low,Low,Very Low,Very Low,Low,High,-90.38342,15.1
Rock Island County,IL,Low,Low,Low,Very Low,Low,High,-90.583113,18.5
St. Clair County,IL,Low,Low,Very Low,Very Low,Low,Medium,-93.698005,11.2
Saline County,IL,Medium,Low,Very Low,Very Low,Low,High,-97.114886,19.5
Sangamon County,IL,Low,Medium,Medium,Very Low,Low,Medium,-89.77113,0.0
Schuyler County,IL,Low,Low,Very Low,Very Low,Low,High,-92.566678,10.4
Scott County,IL,Low,Low,Very Low,Very Low,Low,Medium,-82.563351,14.5
Shelby County,IL,Low,Low,Very Low,Very Low,Low,Low,-94.245706,10.0
Stark County,IL,Low,Low,Very Low,Very Low,Low,High,-81.25981,17.4
Stephenson County,IL,Low,Low,Very Low,Very Low,Low,High,-89.79459,13.4
Tazewell County,IL,Low,Medium,Very Low,Very Low,Low,Medium,-81.390173,13.1
Union County,IL,Low,Low,Very Low,Very Low,Low,Medium,-83.806439,14.0
Vermilion County,IL,Medium,Low,Low,Very Low,Low,High,-87.639042,16.9
Wabash County,IL,Low,Low,Very Low,Very Low,Low,High,-85.831158,14.2
Warren County,IL,Low,Low,Very Low,Very Low,Low,Medium,-85.860575,14.3
Washington County,IL,Low,Low,Very Low,Very Low,Low,High,-88.047646,18.4
Wayne County,IL,Low,Low,Very Low,Very Low,Low,Medium,-82.441558,13.2
White County,IL,Low,Low,Very Low,Very Low,Low,Medium,-85.472439,16.0
Whiteside County,IL,Low,Low,Very Low,Very Low,Low,High,-89.78541,18.0
Will County,IL,Low,Medium,Very Low,Very Low,Low,High,-87.710988,15.7
Williamson County,IL,Low,Low,Very Low,Very Low,Low,Low,-97.423961,21.8
Winnebago County,IL,Low,Low,Very Low,Very Low,Low,High,-88.659905,14.6
Woodford County,IL,Low,Medium,Very Low,Very Low,Low,High,-89.135004,10.9
Adams County,IN,Low,Low,Very Low,Very Low,Low,Very High,-103.6106598,18.8
Allen County,IN,Low,Low,Very Low,Very Low,Low,High,-84.199651,22.3
Bartholomew County,IN,Low,Low,Very Low,Very Low,Low,Medium,-85.950274,13.5
Benton County,IN,Low,Low,Very Low,Very Low,Low,Very High,-119.044842,24.6
Blackford County,IN,Low,Low,Very Low,Very Low,Low,High,-85.287416,18.3
Boone County,IN,Low,Medium,Very Low,Very Low,Low,Medium,-81.71774,8.5
Brown County,IN,Low,Low,Very Low,Very Low,Low,Very High,-88.234279,14.9
Carroll County,IN,Low,Low,Very Low,Very Low,Low,Medium,-80.809459,12.3
Cass County,IN,Low,Low,Very Low,Very Low,Low,Low,-94.15323,17.7
Clark County,IN,Low,Low,Very Low,Very Low,Low,Very High,-90.598773,12.3
Clay County,IN,Low,Low,Very Low,Very Low,Low,Low,-98.231798,14.8
Clinton County,IN,Low,Low,Very Low,Very Low,Low,High,-77.742258,12.0
Crawford County,IN,Medium,Low,Very Low,Very Low,Low,High,-90.898947,14.1
Daviess County,IN,Low,Low,Very Low,Very Low,Low,High,-93.776157,16.0
Dearborn County,IN,Low,Medium,Very Low,Very Low,Low,Medium,-84.966516,16.7
