County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Palo Pinto County,TX,Medium,Low,Very Low,Very Low,Low,Low,-98.078798,21.2
Panola County,TX,Low,Low,Low,Very Low,Low,Low,-94.3679,18.7
Parker County,TX,Low,Medium,Very Low,Very Low,Low,Low,-97.680665,15.3
Parmer County,TX,Low,Low,Very Low,Very Low,Low,Low,-103.037289,19.6
Polk County,TX,Low,Low,Very Low,Very Low,Low,Very High,-92.634675,22.3
Potter County,TX,Medium,Low,Very Low,Very Low,Low,Medium,-101.830199,23.9
Presidio County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-104.177574,2.0
Rains County,TX,Low,Low,Very Low,Very Low,Low,Low,-95.766251,16.4
Randall County,TX,Low,Medium,Low,Very Low,Low,Low,-101.857144,0.0
Reeves County,TX,Medium,Low,Very Low,Very Low,Low,Low,-103.50568,22.8
Refugio County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-97.32538,18.7
Roberts County,TX,Low,Medium,Very Low,Very Low,Low,Very High,-97.039106,10.9
Robertson County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.595217,14.3
Rockwall County,TX,Low,High,Very Low,Very Low,Low,Low,-96.322065,15.2
Runnels County,TX,Medium,Low,Very Low,Very Low,Low,Low,-100.185317,17.7
Rusk County,TX,Low,Low,Very Low,Very Low,Low,Very High,-91.41524,13.5
Sabine County,TX,Medium,Low,Very Low,Very Low,Low,Low,-93.786012,22.9
San Augustine County,TX,Medium,Low,Low,Very Low,Low,Low,-94.110894,21.0
San Jacinto County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.011824,18.7
San Patricio County,TX,Low,Low,Low,Very Low,Low,Very Low,-97.391101,14.7
San Saba County,TX,Medium,Low,Very Low,Very Low,Low,Low,-98.724323,18.4
Scurry County,TX,Low,Medium,Low,Very Low,Low,Low,-100.91073,16.7
Shackelford County,TX,Low,Low,Very Low,Very Low,Low,Low,-99.166492,15.6
Shelby County,TX,Medium,Low,Very Low,Very Low,Low,Low,-94.245706,12.0
Sherman County,TX,Low,Low,Very Low,Very Low,Low,Medium,-102.073915,15.5
Smith County,TX,Low,Low,Very Low,Very Low,Low,Low,-95.305886,22.5
Starr County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-98.663153,32.3
Stephens County,TX,Medium,Low,Very Low,Very Low,Low,Low,-98.911862,13.7
Stonewall County,TX,Low,Low,Low,Very Low,Low,Low,-100.224829,11.8
Tarrant County,TX,Low,Medium,Low,Very Low,Low,Low,-97.204387,15.9
Taylor County,TX,Low,Low,Very Low,Very Low,Low,Medium,-80.128512,12.0
Terrell County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-102.407916,19.3
Throckmorton County,TX,Low,Low,Very Low,Very Low,Low,Low,-99.17978,15.2
Titus County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.102269,18.4
Tom Green County,TX,Low,Low,Very Low,Very Low,Low,Low,-100.640647,14.4
Travis County,TX,Low,Medium,Low,Very Low,Low,Low,-97.678777,19.5
Trinity County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.373564,27.2
Tyler County,TX,Medium,Low,Very Low,Very Low,Low,Medium,-80.998698,17.4
Upshur County,TX,Low,Low,Very Low,Very Low,Low,Low,-94.718731,18.3
Uvalde County,TX,Medium,Low,Low,Very Low,Low,Very Low,-99.512655,15.2
Val Verde County,TX,Medium,Low,Very Low,Very Low,Medium,Very Low,-100.776883,37.4
Van Zandt County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.004974,16.4
Victoria County,TX,Low,Low,Low,Very Low,Low,Very Low,-96.986015,18.4
Walker County,TX,Medium,Low,Very Low,Very Low,Low,Low,-85.289568,19.3
Waller County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-95.988856,26.5
Ward County,TX,Low,Medium,Very Low,Very Low,Low,Low,-103.005948,16.1
Washington County,TX,Low,Low,Very Low,Very Low,Low,High,-88.047646,20.2
Webb County,TX,Medium,Low,Low,Very Low,Low,Very Low,-99.388178,0.0
Wharton County,TX,Low,Low,Low,Very Low,Low,Very Low,-96.103765,16.9
Wheeler County,TX,Low,Low,Very Low,Very Low,Low,Very High,-120.214649,13.5
Wichita County,TX,Medium,Low,Very Low,Very Low,Low,Low,-98.68323,22.1
Willacy County,TX,High,Low,Medium,Very Low,Low,Very Low,-97.823005,0.0
Williamson County,TX,Low,Medium,Very Low,Very Low,Low,Low,-97.423961,13.2
Wilson County,TX,Low,Medium,Very Low,Very Low,Low,Very Low,-97.963888,12.7
Winkler County,TX,Low,Low,Low,Very Low,Low,Low,-103.154117,12.3
Wise County,TX,Low,Medium,Very Low,Very Low,Low,Medium,-82.777459,15.1
Wood County,TX,Low,Low,Very Low,Very Low,Low,Medium,-81.513284,20.5
Yoakum County,TX,Low,Medium,Very Low,Very Low,Low,Low,-102.831778,14.5
Young County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.758486,11.9
Zapata County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-99.255808,19.5
Zavala County,TX,Medium,Low,Low,Very Low,Low,Very Low,-99.629311,20.4
Beaver County,UT,Low,Low,Very Low,Very Low,Low,High,-111.9796548,18.8
Box Elder County,UT,Low,Medium,Very Low,Very Low,Low,High,-112.042499,19.9
Cache County,UT,Low,Low,Very Low,Very Low,Low,High,-111.942094,19.0
Carbon County,UT,Low,Low,Very Low,Very Low,Low,High,-106.811489,22.5
Daggett County,UT,Low,Medium,Very Low,Very Low,Low,High,-109.721035,15.5
Davis County,UT,Low,Medium,Very Low,Very Low,Low,High,-112.098224,17.9
Duchesne County,UT,Low,Medium,Very Low,Very Low,Low,High,-110.03082,20.6
Emery County,UT,Low,Low,Very Low,Very Low,Low,Medium,-111.059184,16.2
Garfield County,UT,Low,Low,Very Low,Very Low,Low,Very High,-117.596667,17.7
Grand County,UT,Low,Low,Very Low,Very Low,Low,Medium,-109.703719,0.0
Iron County,UT,Medium,Low,Very Low,Very Low,Low,Very High,-90.2695,0.0
Juab County,UT,Low,Low,Very Low,Very Low,Low,High,-111.825747,16.4
Kane County,UT,Low,Low,Very Low,Very Low,Medium,High,-88.312618,30.7
Millard County,UT,Low,Low,Very Low,Very Low,Low,Medium,-112.63994,26.4
Morgan County,UT,Low,Medium,Very Low,Very Low,Low,Medium,-78.455275,6.6
Piute County,UT,Low,Low,Very Low,Very Low,Low,Medium,-112.261968,21.4
Rich County,UT,Low,Medium,Very Low,Very Low,Low,High,-111.184988,10.5
Salt Lake County,UT,Low,Medium,Low,Very Low,Low,High,-111.862641,21.4
San Juan County,UT,Medium,Low,Very Low,Very Low,Low,Medium,-109.420972,19.1
Sanpete County,UT,Low,Low,Very Low,Very Low,Low,Medium,-111.63607,10.9
Sevier County,UT,Low,Low,Very Low,Very Low,Low,Medium,-111.866596,18.1
Summit County,UT,Low,High,Very Low,Very Low,Low,High,-111.272208,11.8
Tooele County,UT,Low,Medium,Very Low,Very Low,Medium,High,-112.299268,24.9
Uintah County,UT,Low,Medium,Very Low,Very Low,Low,High,-109.355572,20.4
Utah County,UT,Low,Medium,Very Low,Very Low,Medium,High,-111.655805,25.8
Wasatch County,UT,Low,Medium,Very Low,Very Low,Medium,High,-111.475429,20.8
Washington County,UT,Low,Low,Very Low,Very Low,Low,High,-88.047646,19.3
Wayne County,UT,Low,Low,Very Low,Very Low,Low,Medium,-82.441558,15.2
Weber County,UT,Low,Medium,Very Low,Very Low,Low,High,-112.053611,22.0
Addison County,VT,Low,Medium,Very Low,Very Low,Medium,High,-72.4490728,26.0
Bennington County,VT,Low,Low,Very Low,Very Low,Low,High,-73.194625,22.9
Caledonia County,VT,Low,Low,Very Low,Very Low,Low,Very High,-72.008582,18.4
Chittenden County,VT,Low,Medium,Very Low,Very Low,Low,Very High,-73.184857,18.9
Essex County,VT,Low,Low,Very Low,Very Low,Low,Very High,-71.885546,16.4
Franklin County,VT,Low,Medium,Very Low,Very Low,Low,Very High,-118.556564,14.6
Grand Isle County,VT,Low,Medium,Very Low,Very Low,Low,Very High,-73.30257,16.9
Orange County,VT,Low,Low,Very Low,Very Low,Low,High,-72.550642,21.8
Orleans County,VT,Low,Low,Very Low,Very Low,Low,Very High,-72.199501,20.0
Rutland County,VT,Low,Low,Very Low,Very Low,Low,High,-73.042958,18.3
Washington County,VT,Low,Low,Very Low,Very Low,Low,High,-88.047646,18.6
Windham County,VT,Low,Low,Very Low,Very Low,Low,High,-72.600362,16.5
Windsor County,VT,Low,Low,Very Low,Very Low,Low,High,-72.803593,11.6
Accomack County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-78.1633968,30.7
Albemarle County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-78.520482,17.6
Alleghany County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-79.790567,17.9
Amherst County,VA,Low,Low,Very Low,Very Low,Low,Medium,-79.10821,17.7
Appomattox County,VA,Low,Low,Very Low,Very Low,Low,Medium,-78.683736,12.7
Augusta County,VA,Low,Low,Very Low,Very Low,Low,Medium,-79.009469,18.0
Bath County,VA,Low,Low,Very Low,Very Low,Low,Medium,-83.925106,11.9
Bedford County,VA,Low,Low,Very Low,Very Low,Low,Medium,-79.725502,9.4
Botetourt County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-79.952229,18.6
Brunswick County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-77.87296,0.0
Buchanan County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-82.09488,29.9
Campbell County,VA,Low,Low,Very Low,Very Low,Low,High,-105.496241,27.0
Caroline County,VA,Low,Low,Very Low,Very Low,Low,Medium,-77.5195,25.2
Carroll County,VA,Low,Low,Very Low,Very Low,Low,Medium,-80.809459,15.1
Charlotte County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-78.480365,17.5
Chesterfield County,VA,Low,Medium,Very Low,Very Low,Medium,Medium,-77.572819,22.2
Clarke County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-77.862643,11.6
Craig County,VA,Low,Low,Very Low,Very Low,Low,Medium,-95.161001,16.2
Cumberland County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-78.399326,28.0
Dickenson County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-82.283566,0.0
Essex County,VA,Low,Low,Very Low,Very Low,Low,Very High,-71.885546,14.4
Fairfax County,VA,Low,High,Very Low,Very Low,High,Medium,-77.222587,31.4
Fauquier County,VA,Low,Medium,Very Low,Very Low,Medium,Medium,-77.797316,15.9
Floyd County,VA,Low,Low,Very Low,Very Low,Low,Low,-101.336787,16.1
Fluvanna County,VA,Low,Medium,Very Low,Very Low,Medium,Medium,-78.331876,26.7
Franklin County,VA,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,17.6
Frederick County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-78.218326,17.5
Giles County,VA,Low,Low,Very Low,Very Low,Low,Medium,-80.820692,11.8
Gloucester County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-76.497368,18.7
Grayson County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-81.149248,17.9
Greene County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-82.819673,11.7
Halifax County,VA,Low,Low,Very Low,Very Low,Low,Medium,-78.913354,16.2
Hanover County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-77.35214,16.5
Henrico County,VA,Low,Medium,Very Low,Very Low,Medium,Medium,-77.610726,30.1
Henry County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-79.894608,12.3
Highland County,VA,Low,Low,Very Low,Very Low,Low,Medium,-79.580883,15.5
Isle of Wight County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-76.612997,15.5
King and Queen County,VA,Low,Low,Very Low,Very Low,Low,Medium,-76.877985,0.0
King William County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-76.80182,16.8
Lancaster County,VA,Low,Low,Very Low,Very Low,Low,Medium,-76.389965,26.4
Lee County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-83.057415,20.5
Loudoun County,VA,Low,High,Very Low,Very Low,Medium,Medium,-77.513282,19.8
Louisa County,VA,Low,Low,Very Low,Very Low,Low,Medium,-77.906236,19.2
Lunenburg County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-78.268238,0.0
Madison County,VA,Low,Low,Very Low,Very Low,Low,Low,-95.7565,17.1
Mathews County,VA,Low,Low,Very Low,Very Low,Low,Medium,-76.327722,11.7
Mecklenburg County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-78.094034,27.2
Middlesex County,VA,Low,Low,Very Low,Very Low,Medium,Medium,-76.593798,28.7
Montgomery County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-80.488108,21.2
Nelson County,VA,Low,Low,Very Low,Very Low,Low,Medium,-78.929889,7.9
New Kent County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-76.986249,0.0
Northampton County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-75.823838,27.4
Northumberland County,VA,Low,Low,Very Low,Very Low,Low,High,-76.440068,0.0
Orange County,VA,Low,Medium,Very Low,Very Low,Low,High,-72.550642,20.0
Page County,VA,Low,Low,Very Low,Very Low,Low,Medium,-78.499403,20.7
Pittsylvania County,VA,Low,Low,Very Low,Very Low,Low,Medium,-79.30334,17.5
Prince George County,VA,Low,Medium,Very Low,Very Low,Medium,Medium,-77.356322,22.5
Prince William County,VA,Low,High,Very Low,Very Low,Medium,Medium,-77.449867,16.6
Pulaski County,VA,Low,Low,Very Low,Very Low,Low,Medium,-80.595817,0.0
Rappahannock County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-78.23608,12.3
Richmond County,VA,Low,Low,Very Low,Very Low,Low,Low,-79.760317,15.9
Rockingham County,VA,Low,Low,Very Low,Very Low,Low,Medium,-78.941163,18.0
Russell County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-82.078511,17.5
Scott County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-82.563351,19.5
Shenandoah County,VA,Low,Low,Very Low,Very Low,Low,Medium,-78.645837,19.4
Smyth County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-81.406907,14.9
Southampton County,VA,Low,Low,Very Low,Very Low,Low,Medium,-76.989939,12.4
Stafford County,VA,Low,High,Very Low,Very Low,Low,Medium,-98.794282,12.2
Surry County,VA,Low,Low,Low,Very Low,Low,Medium,-76.966498,20.2
Sussex County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-76.988096,24.6
Tazewell County,VA,Low,Low,Very Low,Very Low,Low,Medium,-81.390173,18.6
Warren County,VA,Low,Medium,Very Low,Very Low,Low,Medium,-85.860575,11.4
Washington County,VA,Low,Low,Very Low,Very Low,Low,High,-88.047646,22.9
Westmoreland County,VA,Low,Low,Very Low,Very Low,Low,Medium,-76.993729,20.1
Wise County,VA,Medium,Low,Very Low,Very Low,Low,Medium,-82.777459,24.4
Wythe County,VA,Low,Low,Very Low,Very Low,Low,Medium,-81.27725,18.0
York County,VA,Low,Medium,Very Low,Very Low,Low,Low,-81.0256,12.6
Adams County,WA,Low,Low,Very Low,Very Low,Low,Very High,-103.6106598,19.2
Asotin County,WA,Low,Low,Very Low,Very Low,Low,Very High,-117.083138,24.7
Benton County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-119.044842,19.9
Chelan County,WA,Low,Low,Very Low,Very Low,Low,Very High,-120.328685,19.0
Clallam County,WA,Low,Low,Very Low,Very Low,Low,Very High,-123.087823,24.8
Clark County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-90.598773,9.9
Columbia County,WA,Low,Low,Very Low,Very Low,Low,High,-89.240512,21.6
Cowlitz County,WA,Low,Low,Low,Very Low,Low,Very High,-122.753514,21.2
Douglas County,WA,Low,Low,Very Low,Very Low,Low,Very High,-91.799516,8.8
Ferry County,WA,Medium,Low,Very Low,Very Low,Low,Very High,-118.359053,0.0
Franklin County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-118.556564,14.8
Garfield County,WA,Low,Low,Very Low,Very Low,Low,Very High,-117.596667,17.1
Grant County,WA,Low,Low,Very Low,Very Low,Low,High,-90.97229,15.7
Grays Harbor County,WA,Low,Low,Very Low,Very Low,Low,Very High,-124.119826,17.4
Island County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-122.653704,22.5
Jefferson County,WA,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,30.2
King County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-122.455105,14.1
Kitsap County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-122.588347,19.4
Kittitas County,WA,Medium,Low,Very Low,Very Low,Low,Very High,-121.033478,24.6
Klickitat County,WA,Low,Low,Very Low,Very Low,Medium,Very High,-121.528843,29.9
Lewis County,WA,Low,Low,Very Low,Very Low,Low,Medium,-80.462208,14.5
Lincoln County,WA,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Mason County,WA,Low,Low,Very Low,Very Low,Low,Medium,-82.1353,12.3
Okanogan County,WA,Medium,Low,Very Low,Very Low,Low,Very High,-119.442802,18.0
Pacific County,WA,Medium,Low,Very Low,Very Low,Low,Very High,-123.801846,18.1
Pend Oreille County,WA,Medium,Low,Very Low,Very Low,Low,Very High,-117.054826,20.9
Pierce County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-92.480249,14.3
San Juan County,WA,Low,Medium,Very Low,Very Low,Low,Medium,-109.420972,12.5
Skagit County,WA,Low,Low,Very Low,Very Low,Low,Very High,-122.232077,22.1
Skamania County,WA,Low,Low,Very Low,Very Low,Low,Very High,-121.96504,16.5
Snohomish County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-122.347701,12.7
Spokane County,WA,Low,Low,Low,Very Low,Low,Very High,-117.433322,20.1
Stevens County,WA,Medium,Low,Very Low,Very Low,Low,Very High,-117.724457,15.5
Thurston County,WA,Low,Medium,Very Low,Very Low,Low,Very High,-122.643077,21.1
Wahkiakum County,WA,Low,Low,Very Low,Very Low,Low,Very High,-123.643445,14.4
Walla Walla County,WA,Low,Low,Very Low,Very Low,Medium,Very High,-118.302837,35.5
Whatcom County,WA,Low,Low,Very Low,Very Low,Low,Very High,-122.321278,23.8
Whitman County,WA,Medium,Low,Very Low,Very Low,Low,Very High,-117.350209,17.5
Yakima County,WA,Medium,Low,Low,Very Low,Low,Very High,-120.738123,15.0
Barbour County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-81.5793264,20.4
Berkeley County,WV,Low,Low,Very Low,Very Low,Low,Medium,-77.978212,19.1
Boone County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-81.71774,16.7
Braxton County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.652732,20.4
Brooke County,WV,Low,Low,Very Low,Very Low,Low,High,-80.664736,17.0
Cabell County,WV,Medium,Low,Low,Very Low,Low,Medium,-82.282253,21.4
Calhoun County,WV,Medium,Low,Very Low,Very Low,Low,Very Low,-96.555402,32.7
Clay County,WV,Medium,Low,Very Low,Very Low,Low,Low,-98.231798,23.9
Fayette County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-81.150437,16.5
Gilmer County,WV,Medium,Low,Very Low,Very Low,Low,Low,-84.38362,0.0
Grant County,WV,Low,Low,Very Low,Very Low,Low,High,-90.97229,20.7
Greenbrier County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.301516,23.2
Hampshire County,WV,Medium,Low,Very Low,Very Low,Low,High,-72.670813,27.5
Hancock County,WV,Low,Low,Very Low,Very Low,Low,High,-80.616868,13.0
Hardy County,WV,Low,Low,Low,Very Low,Low,Medium,-78.590305,13.0
Harrison County,WV,Low,Low,Very Low,Very Low,Low,Medium,-80.305443,22.0
Jackson County,WV,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,15.4
Jefferson County,WV,Low,Medium,Very Low,Very Low,Medium,Medium,-77.810685,23.8
Kanawha County,WV,Low,Low,Low,Very Low,Low,Medium,-81.819251,18.6
Lewis County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.462208,17.5
Lincoln County,WV,Medium,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Logan County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-81.984432,17.6
McDowell County,WV,High,Low,Very Low,Very Low,Low,Medium,-81.591427,18.9
Marion County,WV,Low,Low,Very Low,Very Low,Low,Medium,-80.220774,17.0
Marshall County,WV,Low,Low,Very Low,Very Low,Low,High,-80.696027,19.4
Mason County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-82.1353,18.6
Mercer County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-81.096206,23.2
Mineral County,WV,Low,Low,Very Low,Very Low,Low,Medium,-78.761355,17.1
Mingo County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-82.131575,23.1
Monongalia County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-79.946682,20.5
Monroe County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.795017,19.3
Morgan County,WV,Low,Low,Very Low,Very Low,Low,Medium,-78.455275,11.8
Nicholas County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.654915,0.0
Ohio County,WV,Low,Low,Very Low,Very Low,Low,High,-80.597091,14.9
Pleasants County,WV,Low,Low,Very Low,Very Low,Low,Medium,-81.263217,13.1
Pocahontas County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.015187,0.0
Preston County,WV,Low,Low,Very Low,Very Low,Low,Medium,-79.746578,18.6
Putnam County,WV,Low,Medium,Very Low,Very Low,Low,Medium,-81.81221,14.7
Raleigh County,WV,Medium,Low,Low,Very Low,Low,Medium,-81.144888,26.8
Randolph County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-79.963734,16.9
Ritchie County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.966088,17.4
Roane County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-84.674943,18.8
Taylor County,WV,Low,Low,Very Low,Very Low,Low,Medium,-80.128512,13.0
Tyler County,WV,Low,Low,Very Low,Very Low,Low,Medium,-80.998698,16.6
Upshur County,WV,Low,Low,Very Low,Very Low,Low,Low,-94.718731,20.5
Wayne County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-82.441558,17.8
Webster County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.373231,0.0
Wetzel County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-80.559986,10.4
Wood County,WV,Low,Low,Very Low,Very Low,Low,Medium,-81.513284,22.8
Wyoming County,WV,Medium,Low,Very Low,Very Low,Low,Medium,-81.536384,25.8
Adams County,WI,Low,Low,Very Low,Very Low,Low,Very High,-103.6106598,21.6
Ashland County,WI,Low,Low,Very Low,Very Low,Low,Very High,-90.659387,15.4
Barron County,WI,Low,Low,Very Low,Very Low,Low,Very High,-92.149736,14.0
Bayfield County,WI,Low,Low,Very Low,Very Low,Low,Very High,-91.380612,5.6
Brown County,WI,Low,Low,Very Low,Very Low,Low,Very High,-88.234279,14.3
Buffalo County,WI,Low,Low,Very Low,Very Low,Low,High,-91.705204,14.7
Burnett County,WI,Low,Low,Very Low,Very Low,Low,Very High,-92.682516,14.9
Calumet County,WI,Low,Medium,Very Low,Very Low,Low,High,-88.101704,11.9
Chippewa County,WI,Low,Low,Very Low,Very Low,Low,Very High,-91.566519,15.4
Clark County,WI,Low,Low,Very Low,Very Low,Low,Very High,-90.598773,12.7
Columbia County,WI,Low,Medium,Very Low,Very Low,Low,High,-89.240512,14.3
Crawford County,WI,Low,Low,Very Low,Very Low,Low,High,-90.898947,13.0
Dane County,WI,Low,Medium,Very Low,Very Low,Low,High,-89.281518,19.3
Dodge County,WI,Low,Low,Very Low,Very Low,Low,High,-88.737534,15.4
Door County,WI,Low,Low,Very Low,Very Low,Low,Very High,-87.369806,15.3
Douglas County,WI,Low,Low,Very Low,Very Low,Low,Very High,-91.799516,9.3
Dunn County,WI,Low,Low,Very Low,Very Low,Low,Very High,-92.124327,16.9
Eau Claire County,WI,Low,Low,Very Low,Very Low,Low,Very High,-91.436434,22.6
Florence County,WI,Low,Low,Very Low,Very Low,Low,Very High,-88.667306,0.0
Fond du Lac County,WI,Low,Medium,Very Low,Very Low,Low,High,-88.388613,15.3
Forest County,WI,Low,Low,Very Low,Very Low,Low,Very High,-88.669656,11.4
Grant County,WI,Low,Low,Very Low,Very Low,Low,High,-90.97229,15.6
Green County,WI,Low,Medium,Very Low,Very Low,Low,High,-89.590257,13.3
Green Lake County,WI,Low,Low,Very Low,Very Low,Low,High,-89.138277,13.3
Iowa County,WI,Low,Medium,Very Low,Very Low,Low,High,-90.396218,11.0
Iron County,WI,Low,Low,Very Low,Very Low,Low,Very High,-90.2695,0.0
